Organism Name,# of essential genes,NCBI Taxonomy ID
Moraxella catarrhalis,211,857571
Moraxella macacae,190,1230338
Morganella morganii,528,1124991
Moritella dasanensis,258,1201293
Moritella marina,1157,1202962
Mucispirillum schaedleri,279,1379858
Mycetocola saprophilus,452,76636
Mycobacterium abscessus,871,36809
Mycobacterium aromaticivorans,1574,1440774
Mycobacterium asiaticum,1667,1265310
Mycobacterium avium avium,1498,44454
Mycobacterium avium paratuberculosis,1433,262316
Mycobacterium chubuense,1473,710421
Mycobacterium colombiense,1388,1041522
Mycobacterium cosmeticum,1547,258533
Mycobacterium genavense,1281,1408452
Mycobacterium gilvum,1402,350054
Mycobacterium hassiacum,1229,1122247
Mycobacterium intracellulare,1557,487521
Mycobacterium iranicum,1580,1370125
Mycobacterium kansasii 732,1826,1299327
Mycobacterium kansasii ATCC12478,1397,557599
Mycobacterium leprae,166,272631
Mycobacterium mageritense,2055,1209984
Mycobacterium marinum,1008,216594
Mycobacterium neoaurum,856,700508
Mycobacterium parascrofulaceum,1677,525368
Mycobacterium phlei,1633,1150599
Mycobacterium rhodesiae JS60,2004,931627
Mycobacterium rhodesiae NBB3,1709,710685
Mycobacterium rufum,1648,318424
Mycobacterium septicum,1784,1341646
Mycobacterium smegmatis JS623,678,710686
Mycobacterium smegmatis MC2155,1813,246196
Mycobacterium sp. 141,991,1120797
Mycobacterium sp. 155,962,1157943
Mycobacterium sp. 360MFTsu51,1513,1172186
Mycobacterium sp. JDM601,1165,875328
Mycobacterium sp. JLS,1564,164757
Mycobacterium sp. UMWGJ,1205,1370120
Mycobacterium sp. UMWWY,1727,1370121
Mycobacterium sp. UNC280MFTsu51,1299,1449048
Mycobacterium sp. URHB0044,1986,1380386
Mycobacterium sp. URHD0025,1560,1298864
Mycobacterium thermoresistibile,1417,1078020
Mycobacterium triplex,1992,47839
Mycobacterium tuberculosis H37Ra,858,419947
Mycobacterium tuberculosis H37Rv,286,83332
Mycobacterium tusciae,1780,710687
Mycobacterium ulcerans,995,362242
Mycobacterium vaccae,1832,1194972
Mycobacterium vanbaalenii,1691,350058
Mycobacterium vulneris,1824,547163
Myxococcus fulvus,1640,483219
Myxococcus sp.,1293,1297742
Myxococcus stipitatus,1572,1278073
Myxococcus xanthus,1688,246197
Myxosarcina sp. GI1,1201,1541065
Nakamurella multipartita,619,479431
Nautilia profundicola,244,598659
Neisseria cinerea,233,546262
Neisseria flavescens NRL30031H210,268,546264
Neisseria flavescens SK114,236,596320
Neisseria lactamica,232,489653
Neisseria mucosa ATCC25996,263,546266
Neisseria mucosa C102,258,435832
Neisseria polysaccharea,223,546267
Neisseria sicca,220,547045
Neisseria sp. F0314,397,641149
Neisseria subflava,259,546268
Neisseria weaveri,250,1051985
Neorhizobium galegae officinalis,1077,1028801
Neorhizobium galegae orientalis,951,1028800
Neorickettsia risticii,105,434131
Neorickettsia sennetsu,106,222891
Neptuniibacter caesariensis,1113,207954
Neptunomonas japonica,1246,1122599
Nesterenkonia alba,155,1122602
Nesterenkonia sp. F,338,795955
Nesterenkonia sp. NP1,267,1232429
Nevskia ramosa,1051,1122603
Nevskia soli,1086,1122604
Nitratifractor salsuginis,264,749222
Nitratireductor aquibiodomus,1324,1231185
Nitratireductor basaltis,613,472175
Nitratireductor indicus,1123,1231190
Nitratireductor pacificus,861,391937
Nitratiruptor sp. SB1552,250,387092
Nitrobacter hamburgensis,469,323097
Nitrobacter winogradskyi,339,323098
Nitrococcus mobilis,475,314278
Nitrosococcus halophilus,584,472759
Nitrosococcus oceani,394,323261
Nitrosococcus watsonii,459,105559
Nitrosomonas cryotolerans,446,1131553
Nitrosomonas europaea,295,228410
Nitrosomonas eutropha,310,335283
Nitrosomonas sp. AL212,309,153948
Nitrosomonas sp. Is79A3,441,261292
Nitrosospira briensis,617,1266925
Nitrosospira multiformis,388,323848
Nitrosospira sp. APG3,298,1288494
Nocardia aobensis,1734,1206720
Nocardia asteroides,1527,1110697
Nocardia brasiliensis,1693,1133849
Nocardia brevicatena,1656,1206725
Nocardia carnea,1606,1206726
Nocardia concava,2038,1206741
Nocardia cyriacigeorgica,1070,1127134
Nocardia exalbida,1657,1206729
Nocardia farcinica,1237,247156
Nocardia higoensis,987,1206730
Nocardia jiangxiensis,2835,1206731
Nocardia niigatensis,1923,1206733
Nocardia nova,2139,1415166
Nocardia otitidiscaviarum,1001,1206732
Nocardia pneumoniae,1713,1206737
Nocardia rhamnosiphila,1699,426716
Nocardia sp. 348MFTsu51,230,1172185
Nocardia sp. BMG111209,728,1160137
Nocardia sp. BMG51109,1859,1056816
Nocardia sp. CNY236,1207,1169152
Nocardia takedensis,1905,1206735
Nocardia testacea,1739,1206739
Nocardia transvalensis,2212,1206744
Nocardia veterana,1403,1206743
Nocardioidaceae bacterium Broad1,1251,408672
Nocardioides halotolerans,1087,1122609
Nocardioides sp. CF8,841,110319
Nocardioides sp. Iso805N,898,1283287
Nocardioides sp. J54,1069,935866
Nocardioides sp. JS614,908,196162
Nocardiopsis alba,565,1205910
Nocardiopsis baichengensis,1375,1236902
Nocardiopsis dassonvillei,633,446468
Nocardiopsis ganjiahuensis,1487,1237500
Nocardiopsis kunsanensis,1033,1246445
Nocardiopsis potens,1404,570268
Nocardiopsis prasina,1418,1245475
Nocardiopsis sp. CNT312,964,1137268
Nocardiopsis valliformis,31,1246448
Nocardiopsis xinjiangensis,1102,1246474
Nodosilinea nodulosa,1445,118166
Nodularia spumigena,1260,313624
Nonomuraea coxensis,2255,1122611
Nostoc azollae,268,551115
Nostoc punctiforme,869,63737
Nostoc sp. PCC7107,680,317936
Nostoc sp. PCC7524,672,28072
Novispirillum itersonii,1251,1279038
Novosphingobium acidiphilum,695,1122612
Novosphingobium aromaticivorans,460,279238
Novosphingobium lindaniclasticum,1119,1096930
Novosphingobium nitrogenifigens,920,983920
Novosphingobium pentaromativorans,752,1088721
Novosphingobium resinovorum,909,158500
Novosphingobium sp. AP12,1216,1144305
Novosphingobium sp. PP1Y,703,702113
Novosphingobium sp. Rr 217,984,555793
Novosphingobium tardaugens,853,1219035
Oceanibaculum indicum,991,1207063
Oceanibulbus indolifex,1058,391624
Oceanicaulis alexandrii,677,1122613
Oceanicaulis sp. HL87,561,1479238
Oceanicaulis sp. HTCC2633,658,314254
Oceanicola batsensis,824,252305
Oceanicola granulosus,948,314256
Oceanicola nanhaiensis,1325,1122614
Oceanicola sp. 22IIS11g,1123,1461694
Oceanicola sp. HL35,871,1305735
Oceanicola sp. MCTG156,802,1415756
Oceanimonas smirnovii,807,1279015
Oceanimonas sp. GK1,568,511062
Oceaniovalibus guishaninsula,338,1231392
Oceanithermus profundus,289,670487
Ochrobactrum anthropi,537,439375
Ochrobactrum rhizosphaerae,1155,1437448
Octadecabacter antarcticus,495,391626
Octadecabacter arcticus,499,391616
Odyssella thessalonicensis,157,985867
Oerskovia turbata,646,1713
Oligella ureolytica,412,1122619
Oligella urethralis,289,1401065
Oligotropha carboxidovorans,429,504832
Olsenella profusa,539,1125712
Olsenella sp. F0356,192,661087
Olsenella uli,194,633147
Opitutaceae bacterium TAV5,554,794903
Opitutus terrae,935,452637
Orientia tsutsugamushi,83,357244
Ornithinimicrobium pekingense,759,1122622
Oscillatoria acuminata,1017,56110
Oscillatoria nigroviridis,717,179408
Oscillatoria sp. PCC10802,1855,1173028
Oscillatoriales cyanobacterium,1182,864702
Oxalobacter formigenes HOxBLS,97,556268
Oxalobacter formigenes OXCC13,248,556269
Paenirhodobacter enshiensis,579,1105367
Pandoraea pnomenusa,565,93220
Pandoraea sp. SD62,1552,1286093
Pannonibacter phragmitetus,660,1122929
Pantoea agglomerans,766,549
Pantoea ananatis AJ13355,715,932677
Pantoea ananatis LMG20103,542,706191
Pantoea rwandensis,681,1076550
Pantoea sp. A4,1105,1225184
Pantoea sp. aB,996,517433
Pantoea sp. At9b,727,592316
Pantoea sp. IMH,862,1267600
Pantoea sp. PSNIH1,556,1484158
Pantoea sp. PSNIH2,621,1484157
Pantoea sp. Sc1,511,593105
Pantoea stewartii,595,66269
Pantoea vagans,649,712898
Paracaedibacter acanthamoebae,107,91604
Paracaedibacter symbiosus,305,244582
Paracoccus aminophilus,440,1367847
Paracoccus denitrificans,684,318586
Paracoccus halophilus,664,376733
Paracoccus pantotrophus,1272,935565
Paracoccus sp. 4681,464,1525715
Paracoccus sp. J39,1258,935848
Paracoccus sp. N5,888,1101189
Paracoccus sp. PAMC22219,1131,1569209
Paracoccus sp. TRP,917,412597
Paracoccus versutus,982,34007
Paracoccus yeei,488,1446473
Paracoccus zeaxanthinifaciens,570,1266998
Paraoerskovia marina,511,1122933
Parascardovia denticolens DSM10105,97,864564
Parascardovia denticolens IPLA20019,91,1193128
Parasutterella excrementihominis,388,762966
Parvibaculum lavamentivorans,712,402881
Parvularcula bermudensis,256,314260
Parvularcula oceani,707,1247963
Pasteurella bettyae,313,1095749
Pasteurella multocida,347,747
Pasteurella pneumotropica,297,758
Patulibacter americanus,995,1122939
Patulibacter minatonensis,918,929712
Pectobacterium atrosepticum,361,218491
Pectobacterium betavasculorum,934,55207
Pectobacterium carotovorum odoriferum,586,78398
Pectobacterium carotovorum PC1,642,561230
Pectobacterium sp. SCC3193,1244,1166016
Pectobacterium wasabiae,699,561231
Pelagibaca bermudensis,1302,314265
Pelagibacter sp. HTCC7211,97,439493
Pelagibacter sp. IMCC9063,163,1002672
Pelagibacter ubique HIMB058,78,1144932
Pelagibacter ubique HIMB083,93,1096769
Pelagibacter ubique HTCC1062,234,335992
Pelagibacter ubique HTCC7214,75,1400524
Pelagibacter ubique HTCC7217,76,1400525
Pelagibacter ubique HTCC8051,88,466038
Pelagibacter ubique HTCC9022,110,1265756
Pelagibacterium halotolerans,476,1082931
Pelobacter carbinolicus,518,338963
Pelobacter propionicus,829,338966
Perlucidibaca piscinae,319,1122951
Phaeobacter gallaeciensis,470,1423144
Phaeobacter inhibens,418,391619
Phaeospirillum fulvum,1057,1316936
Phaeospirillum molischianum,1023,1150626
Phenylobacterium zucineum,595,450851
Photobacterium angustum,1164,314292
Photobacterium aphoticum,2009,754436
Photobacterium damselae,655,675817
Photobacterium leiognathi lrivu41,1070,1248232
Photobacterium leiognathi mandapamensis,1137,1001530
Photobacterium phosphoreum,1075,1454202
Photobacterium profundum,408,298386
Photodesmus blepharus,234,1179155
Photodesmus katoptron,221,28176
Photorhabdus asymbiotica,550,291112
Photorhabdus luminescens,557,243265
Phycicoccus jejuensis,998,367299
Phyllobacterium sp. UNC302MFCol52,990,1449065
Phyllobacterium sp. YR531,655,1144343
Pimelobacter simplex,648,2045
Planktomarina temperata,487,666509
Planktothrix agardhii,1140,388467
Plautia stali,803,891974
Pleomorphomonas koreensis,1113,1122962
Pleomorphomonas oryzae,75,1122963
Plesiocystis pacifica,1737,391625
Pleurocapsa sp. PCC7319,1820,118161
Pleurocapsa sp. PCC7327,652,118163
Pluralibacter gergoviae,822,61647
Polaromonas naphthalenivorans,612,365044
Polaromonas sp. JS666,767,296591
Polycyclovorans algicola,766,1415779
Polymorphum gilvum,660,991905
Polynucleobacter necessarius asymbioticus,280,312153
Polynucleobacter necessarius STIR1,215,452638
Ponticaulis koreensis,834,551789
Porphyrobacter cryptus,401,1122970
Porphyrobacter sp. AAP82,334,1248917
Porphyrobacter sp. HL46,549,1479239
Porticoccus hydrocarbonoclasticus,408,1415778
Prauserella rugosa,1098,43354
Prochlorococcus marinus AS9601,212,146891
Prochlorococcus marinus CCMP1375,215,167539
Prochlorococcus marinus GP2,82,59925
Prochlorococcus marinus MIT9107,106,59921
Prochlorococcus marinus MIT9201,99,93057
Prochlorococcus marinus MIT9211,220,93059
Prochlorococcus marinus MIT9215,213,93060
Prochlorococcus marinus MIT9301,208,167546
Prochlorococcus marinus MIT9302,140,74545
Prochlorococcus marinus MIT9312,206,74546
Prochlorococcus marinus MIT9313,243,74547
Prochlorococcus marinus MIT9314,73,167548
Prochlorococcus marinus MIT9322,54,167550
Prochlorococcus marinus MIT9515,216,167542
Prochlorococcus marinus NATL1A,233,167555
Prochlorococcus marinus pastoris,195,59919
Prochlorococcus marinus SB,146,59926
Prochlorococcus sp. MIT0601,75,1499498
Prochlorococcus sp. MIT0602,92,1499499
Prochlorococcus sp. MIT0604,196,1501268
Prochlorococcus sp. MIT0701,204,1499502
Prochlorococcus sp. MIT0801,203,1501269
Prochlorococcus sp. scB241528O2,69,1471459
Prochlorococcus sp. scB245a520K10,76,1471522
Prochlorothrix hollandica,1081,317619
Profftella armatura,93,669502
Promicromonospora kroppenstedtii,1063,926564
Propionibacteriaceae bacterium P6A17,392,1410634
Propionibacterium acidifaciens,261,1122994
Propionibacterium acidipropionici,437,1171373
Propionibacterium acnes HL037PA2,385,765123
Propionibacterium acnes KPA171202,291,267747
Propionibacterium acnes SK182BJCVI,193,1051006
Propionibacterium avidum,290,1170318
Propionibacterium freudenreichii,273,754252
Propionibacterium granulosum,226,1292373
Propionibacterium jensenii,543,1122997
Propionibacterium propionicum,282,767029
Propionibacterium sp. F0372,255,1203605
Propionibacterium thoenii,481,1122998
Propionimicrobium sp. BV2F7,87,1111131
Proteus mirabilis,541,529507
Proteus penneri,1275,471881
Proteus vulgaris,395,585
Providencia alcalifaciens,533,520999
Providencia burhodogranariea,1030,1141662
Providencia rettgeri Dmel1,457,1141663
Providencia rettgeri DSM1131,1045,521000
Providencia rustigianii,731,500637
Providencia stuartii,597,471874
Pseudaminobacter salicylatoxidans,1356,1192868
Pseudanabaena sp. PCC6802,1098,118173
Pseudanabaena sp. PCC7367,450,82654
Pseudoalteromonas agarivorans,1005,1307437
Pseudoalteromonas atlantica,761,342610
Pseudoalteromonas citrea,1232,1117314
Pseudoalteromonas haloplanktis ANT505,1061,722419
Pseudoalteromonas haloplanktis ATCC14393,1217,1117315
Pseudoalteromonas haloplanktis TAC125,521,326442
Pseudoalteromonas haloplanktis TB64,897,1333507
Pseudoalteromonas luteoviolacea,759,1268239
Pseudoalteromonas rubra,1065,1117318
Pseudoalteromonas ruthenica,1000,1216007
Pseudoalteromonas sp. Bsw20308,686,283699
Pseudoalteromonas sp. OCN003,775,1348114
Pseudoalteromonas sp. SM9913,767,234831
Pseudoalteromonas spongiae,832,1117319
Pseudoalteromonas tunicata,718,87626
Pseudoclavibacter soli,104,1123013
Pseudogulbenkiania ferrooxidans,1222,279714
Pseudogulbenkiania sp. NH8B,746,748280
Pseudomonas aeruginosa,1093,287
Pseudomonas alcaligenes NBRC14159,770,1215092
Pseudomonas alkylphenolia,915,237609
Pseudomonas brassicacearum,1060,930166
Pseudomonas caeni,698,521719
Pseudomonas chlororaphis,1064,587753
Pseudomonas cichorii,961,1441629
Pseudomonas corrugata,833,1316927
Pseudomonas cremoricolorata,624,157783
Pseudomonas denitrificans,1052,1294143
Pseudomonas entomophila,913,384676
Pseudomonas extremaustralis,1847,1117958
Pseudomonas flectens,272,1336237
Pseudomonas fluorescens F113,1905,1114970
Pseudomonas fluorescens HK44,1578,1042209
Pseudomonas fluorescens NCIMB11764,1736,1221522
Pseudomonas fluorescens NZ007,1817,690597
Pseudomonas fluorescens Pf01,1561,205922
Pseudomonas fluorescens Q287,995,1038922
Pseudomonas fluorescens SBW25,1934,216595
Pseudomonas fragi,641,1136138
Pseudomonas fulva,962,743720
Pseudomonas knackmussii,1248,1301098
Pseudomonas lutea,1405,243924
Pseudomonas luteola,1227,1207076
Pseudomonas mandelii 36MFCvi11,1621,1151127
Pseudomonas mandelii PD30,1676,1419583
Pseudomonas mendocina EGDAQ5,1426,1390370
Pseudomonas mendocina NK01,1093,1001585
Pseudomonas mendocina ymp,880,399739
Pseudomonas moraviensis,1619,1395516
Pseudomonas mosselii,1005,1388763
Pseudomonas nitroreducens HBP1,2225,1437882
Pseudomonas nitroreducens TX1,1702,1226994
Pseudomonas oleovorans,1563,301
Pseudomonas parafulva,913,1215114
Pseudomonas pelagia,1233,1323663
Pseudomonas poae,882,1282356
Pseudomonas protegens CHA0,1131,1124983
Pseudomonas protegens Pf5,1083,220664
Pseudomonas pseudoalcaligenes AD6,1635,1453503
Pseudomonas pseudoalcaligenes CECT5344,644,1182590
Pseudomonas pseudoalcaligenes KF707,1887,1149133
Pseudomonas psychrophila,882,1211112
Pseudomonas psychrotolerans,702,1112217
Pseudomonas putida CSV86,1181,1005395
Pseudomonas putida F1,216,351746
Pseudomonas putida GB1,914,76869
Pseudomonas putida KT2440,882,160488
Pseudomonas putida MTCC5279,611,1240350
Pseudomonas putida NBRC14164,1025,1211579
Pseudomonas putida S16,914,1042876
Pseudomonas putida W619,952,390235
Pseudomonas resinovorans DSM21078,1397,1123020
Pseudomonas resinovorans NBRC106553,1341,1245471
Pseudomonas rhizosphaerae,690,216142
Pseudomonas simiae,1546,321846
Pseudomonas sp. 20BN,1129,1499686
Pseudomonas sp. Ant303,1349,1488328
Pseudomonas sp. BAY1663,1466,1439940
Pseudomonas sp. CF149,1332,911239
Pseudomonas sp. Chol1,1349,440512
Pseudomonas sp. G5,1105,1268068
Pseudomonas sp. GM21,1680,1144325
Pseudomonas sp. H2,1564,658612
Pseudomonas sp. HYS,1650,1163398
Pseudomonas sp. Lz4W,1171,1206777
Pseudomonas sp. M1,1410,95619
Pseudomonas sp. M47T1,1890,1179778
Pseudomonas sp. ML96,1376,1523503
Pseudomonas sp. RIT357,1654,1470593
Pseudomonas sp. RL,1065,1452718
Pseudomonas sp. S9,1298,686578
Pseudomonas sp. TKP,1296,1415630
Pseudomonas sp. URMO17WK12I8,1432,1265490
Pseudomonas sp. UW4,925,1207075
Pseudomonas sp. VLB120,863,69328
Pseudomonas stutzeri A1501,774,379731
Pseudomonas stutzeri ATCC14405,1284,32042
Pseudomonas stutzeri CCUG 29243,719,1196835
Pseudomonas stutzeri DSM10701,580,1123519
Pseudomonas stutzeri KOS6,1276,1218352
Pseudomonas stutzeri MF28,1519,1333856
Pseudomonas stutzeri NF13,1375,1212548
Pseudomonas stutzeri RCH2,883,644801
Pseudomonas stutzeri SDMLAC,798,1109445
Pseudomonas stutzeri TS44,1177,477228
Pseudomonas syringae B728a,857,205918
Pseudomonas syringae CC1417,1616,1357272
Pseudomonas syringae CC1513,1555,1357275
Pseudomonas syringae CC1557,621,1357279
Pseudomonas syringae maculicola,1752,629265
Pseudomonas syringae phaseolicola,837,264730
Pseudomonas syringae tomato,847,223283
Pseudomonas taeanensis,516,1395571
Pseudonocardia acaciae,2604,1123023
Pseudonocardia asaccharolytica,1131,1123024
Pseudonocardia autotrophica,1683,2074
Pseudonocardia dioxanivorans,1429,675635
Pseudophaeobacter arcticus,910,999550
Pseudovibrio sp. FOBEG1,798,911045
Pseudoxanthomonas sp. GW2,767,1211114
Pseudoxanthomonas spadix,428,1045855
Pseudoxanthomonas suwonensis 111,391,743721
Pseudoxanthomonas suwonensis J43,224,935567
Psychrobacter aquaticus,439,1354303
Psychrobacter arcticus,285,259536
Psychrobacter cryohalolentis,341,335284
Psychrobacter lutiphocae,466,1123033
Psychrobacter phenylpyruvicus,343,1123034
Psychrobacter sp. 1501,303,1002339
Psychrobacter sp. JCM18900,557,1298608
Psychrobacter sp. PAMC21119,398,1112209
Psychrobacter sp. PRwf1,297,349106
Psychrobacter sp. TB15,393,494416
Psychrobacter sp. TB67,387,1055815
Psychromonas ingrahamii,683,357804
Psychromonas ossibalaenae,1094,1278307
Psychromonas sp. CNPT3,399,314282
Puniceispirillum marinum,361,488538
Pusillimonas noertemannii,751,1231391
Pusillimonas sp. T77,513,1007105
Rahnella aquatilis CIP78.65,867,745277
Rahnella aquatilis HX2,753,1151116
Rahnella sp. Y9602,773,741091
Ralstonia eutropha H16,1661,381666
Ralstonia eutropha JMP134,1643,264198
Ralstonia pickettii 12J,879,402626
Ralstonia pickettii DTP0602,1388,1366050
Ralstonia solanacearum GMI1000,861,267608
Ralstonia solanacearum Po82,371,1031711
Ralstonia solanacearum PSI07,929,859657
Ralstonia sp. AU1208,1744,1235457
Ralstonia sp. PBA,897,795666
Ramlibacter tataouinensis,629,365046
Raoultella ornithinolytica,898,1286170
Raphidiopsis brookii,657,533247
Rathayibacter toxicus,163,1123052
Regiella insecticola,263,663321
Renibacterium salmoninarum,282,288705
Reyranella massiliensis,1398,1205680
Rheinheimera baltica,1078,1123053
Rheinheimera perlucida,1048,1123054
Rheinheimera sp. A13L,1112,506534
Rhizobiales bacterium YIM77505,933,1411123
Rhizobium alamii,1953,492774
Rhizobium etli CFN42,758,347834
Rhizobium etli CIAT652,829,491916
Rhizobium etli mimosae,734,1432050
Rhizobium gallicum,1773,1041138
Rhizobium giardinii,1804,1041139
Rhizobium grahamii,1230,990285
Rhizobium larrymoorei,1142,1336249
Rhizobium leguminosarum 248,1740,936136
Rhizobium leguminosarum 3841,990,216596
Rhizobium leguminosarum CB782,548,1033991
Rhizobium leguminosarum GB30,1773,1041142
Rhizobium leguminosarum WSM2304,943,395492
Rhizobium leucaenae,1754,1041147
Rhizobium mesoamericanum,1669,1211777
Rhizobium mongolense,1682,1079460
Rhizobium rubi,1364,1220582
Rhizobium selenitireducens,1175,1336235
Rhizobium sp. 2MFCol31,1486,1246459
Rhizobium sp. CCGE510,1247,1132836
Rhizobium sp. CF080,1940,1144310
Rhizobium sp. CF097,1805,1500301
Rhizobium sp. CF122,52,1144312
Rhizobium sp. CF394,1745,1500304
Rhizobium sp. IBUN,1612,1042326
Rhizobium sp. LPU83,493,348824
Rhizobium sp. OK494,2028,1500306
Rhizobium sp. R1200B2,1216,1509405
Rhizobium sp. YR295,1713,1500257
Rhizobium sp. YR519,1593,1500259
Rhizobium sp. YS1r,230,1532558
Rhizobium sullae,1939,1041146
Rhizobium tropici,449,698761
Rhizobium undicola,1074,1370122
Rhizobium vignae,1729,690585
Rhodanobacter denitrificans,410,666685
Rhodanobacter fulvus,837,1163408
Rhodanobacter spathiphylli,671,1163407
Rhodanobacter thiooxydans,868,1163409
Rhodobacter capsulatus,489,272942
Rhodobacter sp. SW2,590,371731
Rhodobacter sphaeroides 241,704,272943
Rhodobacter sphaeroides ATCC17025,561,349102
Rhodobacteraceae bacterium HIMB11,819,1366046
Rhodobacteraceae bacterium HTCC2083,1043,314270
Rhodobacteraceae bacterium HTCC2150,660,388401
Rhodobacteraceae bacterium KLH11,964,467661
Rhodobacterales bacterium HTCC2255,601,367336
Rhodobacterales bacterium Y4I,1110,439496
Rhodococcus defluvii,1373,1323361
Rhodococcus equi,975,685727
Rhodococcus erythropolis,254,234621
Rhodococcus fascians,922,1828
Rhodococcus jostii,2259,101510
Rhodococcus opacus,1834,37919
Rhodococcus pyridinivorans,1031,1435356
Rhodococcus rhodnii,756,1273125
Rhodococcus rhodochrous,1614,1429046
Rhodococcus ruber,1494,1240349
Rhodococcus sp. AW25M09,1279,1268303
Rhodococcus sp. UNC23MFCrub11,1160,1449068
Rhodococcus sp. UNC363MFTsu51,1415,1449069
Rhodococcus triatomae,1448,1278078
Rhodoferax ferrireducens,640,338969
Rhodoferax saidenbachensis,779,614083
Rhodoluna lacicola,137,529884
Rhodomicrobium vannielii,443,648757
Rhodopseudomonas palustris BisA53,251,316055
Rhodopseudomonas palustris BisB18,1062,316056
Rhodopseudomonas palustris BisB5,943,316057
Rhodopseudomonas palustris CGA009,1078,258594
Rhodopseudomonas palustris DX1,945,652103
Rhodopseudomonas palustris HaA2,917,316058
Rhodospirillales bacterium URHD0088,1973,1380394
Rhodospirillum centenum,790,414684
Rhodospirillum photometricum,723,1150469
Rhodospirillum rubrum,783,269796
Rhodovibrio salinarum,955,1089552
Rhodovulum sp. NI22,663,1469613
Rhodovulum sp. PH10,1213,1187851
Rhodovulum sulfidophilum,454,1188256
Richelia intracellularis,454,1165094
Rickettsia akari,112,293614
Rickettsia australis,106,1105110
Rickettsia bellii OSU85389,107,391896
Rickettsia bellii RML369C,114,336407
Rickettsia canadensis,105,293613
Rickettsia felis,117,315456
Rickettsia helvetica,69,1144888
Rickettsia prowazekii,100,272947
Rickettsia rickettsii,121,452659
Rickettsia sibirica,71,272951
Rickettsia tamurae,63,334545
Rickettsia typhi,101,257363
Rickettsiales bacterium Ac37b,162,1528098
Rickettsiella grylli,205,59196
Riesia pediculicola,97,515618
Rivularia sp. PCC7116,790,373994
Robiginitomaculum antarcticum,340,1123059
Roseibacterium elongatum,465,1294273
Roseibium sp. TrichSKD4,1314,744980
Roseivivax halodurans,120,1449350
Roseivivax isoporae,1228,1449351
Roseivivax sp. 22IIs10s,1102,1317118
Roseobacter denitrificans,550,375451
Roseobacter litoralis,549,391595
Roseobacter sp. AzwK3b,978,351016
Roseobacter sp. CCS2,771,391593
Roseobacter sp. GAI101,1117,391589
Roseobacter sp. MED193,979,314262
Roseobacter sp. SK20926,1202,388739
Roseomonas aerilata,1077,1123060
Roseomonas gilardii,496,1336208
Roseomonas sp. B5,1068,1217720
Roseovarius mucosus,532,1288298
Roseovarius nubinhibens,898,89187
Roseovarius sp. 217,218,314264
Roseovarius sp. MCTG156,1377,1354722
Roseovarius sp. TM1035,1003,391613
Rothia dentocariosa,189,762948
Rothia mucilaginosa,141,680646
Ruania albidiflava,837,1123065
Rubidibacter lacunae,893,582515
Rubritalea marina,487,1123070
Rubritepida flocculans,697,1123072
Rubrivivax benzoatilyticus,922,987059
Rubrivivax gelatinosus,1132,983917
Rubrobacter radiotolerans,280,42256
Rubrobacter xylanophilus,360,266117
Rudaea cellulosilytica,919,1123073
Ruegeria conchae,1174,981384
Ruegeria halocynthiae,1002,985054
Ruegeria pomeroyi,531,246200
Ruegeria sp. R11,1013,439497
Ruegeria sp. TM1040,378,292414
Ruminobacter sp. RM87,295,1200567
Ruthia magnifica,190,413404
Saccharibacter floricola,261,1123227
Saccharibacter sp. AM169,72,1343158
Saccharomonospora azurea,1139,1114959
Saccharomonospora cyanea,1190,882082
Saccharomonospora glauca,895,928724
Saccharomonospora marina,1336,882083
Saccharomonospora sp. CNQ490,1006,1137271
Saccharomonospora viridis,629,471857
Saccharomonospora xinjiangensis,821,882086
Saccharophagus degradans,645,203122
Saccharopolyspora erythraea,1024,405948
Saccharopolyspora rectivirgula,649,28042
Saccharopolyspora spinosa,1169,994479
Saccharospirillum impatiens,1276,1123228
Saccharothrix espanaensis,701,1179773
Saccharothrix sp. NRRLB16314,1873,1463825
Saccharothrix syringae,2398,103733
Sagittula stellata,1228,388399
Salinarimonas rosea,1280,1123229
Salinimonas chungwhensis,935,1123236
Salinisphaera hydrothermalis,1161,1304275
Salinisphaera shabanensis,901,1033802
Salinispora arenicola,694,391037
Salinispora pacifica,1350,1136417
Salinispora tropica,331,369723
Salipiger mucosus,1180,1123237
Salmonella bongori N26808,697,1197719
Salmonella bongori NCTC12419,650,218493
Salmonella enterica Typhimurium,716,90371
Sandarakinorhabdus limnophila,381,1123240
Sandarakinorhabdus sp. AAP62,402,1248916
Sanguibacter keddieii,470,446469
Scardovia inopinata,107,641146
Scardovia wiggsiae,154,857290
Schmidhempelia bombi,338,1387197
Sciscionella sp. SE31,1841,1445613
Scytonema hofmanni,1614,1469607
Sebaldella termitidis,430,526218
Sedimentitalea nanhaiensis,1289,571166
Sediminimonas qiaohouensis,894,1123247
Segniliparus rotundus,261,640132
Segniliparus rugosus,691,679197
Senegalimassilia anaerobia,95,1034345
Serinicoccus marinus,437,1123251
Serinicoccus profundi,453,1043205
Serratia fonticola AUAP2C,764,1332071
Serratia fonticola RB25,1304,1441930
Serratia grimesii,1099,82995
Serratia marcescens Db11,769,273526
Serratia marcescens FGI94,712,1249634
Serratia plymuthica,775,82996
Serratia proteamaculans,808,399741
Serratia sp. Ag1,834,1524467
Serratia sp. ATCC39006,687,104623
Serratia sp. DD3,1116,1410619
Serratia sp. H1n,1480,1397284
Serratia sp. M24T3,1081,932213
